[info] welcome to sbt 1.4.9 (Azul Systems, Inc. Java 1.8.0_322)
[info] loading settings for project madd-chisel-template-build-build-build from metals.sbt ...
[info] loading project definition from /Users/littlebear/Library/CloudStorage/OneDrive-Personal/大学/大二下/计算机组成原理/madd-chisel-template/project/project/project
[info] loading settings for project madd-chisel-template-build-build from metals.sbt ...
[info] loading project definition from /Users/littlebear/Library/CloudStorage/OneDrive-Personal/大学/大二下/计算机组成原理/madd-chisel-template/project/project
[success] Generated .bloop/madd-chisel-template-build-build.json
[success] Total time: 0 s, completed Jul 8, 2022 9:56:18 AM
[info] loading settings for project madd-chisel-template-build from metals.sbt,plugins.sbt ...
[info] loading project definition from /Users/littlebear/Library/CloudStorage/OneDrive-Personal/大学/大二下/计算机组成原理/madd-chisel-template/project
[success] Total time: 0 s, completed Jul 8, 2022 9:56:18 AM
[info] loading settings for project root from build.sbt ...
[info] set current project to madd-chisel-template (in build file:/Users/littlebear/Library/CloudStorage/OneDrive-Personal/大学/大二下/计算机组成原理/madd-chisel-template/)
[info] sbt server started at local:///Users/littlebear/.sbt/1.0/server/8efe73d674629d2e7105/sock
[info] started sbt server
[?2004h>....[0J
Multiple main classes detected. Select one to run:
 [1] cache.Cache1
 [2] cache.Cache1Tester
 [3] cache.Cache2
 [4] cache.Cache2Tester
 [5] cache.Cache3
 [6] cache.Cache3Tester
 [7] madd.MatrixAddition1
 [8] madd.MatrixAddition1Tester
 [9] madd.MatrixAddition2
 [10] madd.MatrixAddition2Tester
 [11] madd.MatrixAddition3
 [12] madd.MatrixAddition3Tester

Enter number: 2
[info] running cache.Cache1Tester 
Elaborating design...
tagBits: 21, indexBits: 7, offsetBits: 4
Done elaborating.
[[35minfo[0m] [0.000] SEED 1657245400900
[         35] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:         224, tag:        0, index:   14, hit:  0, regNumHits:           0
[         36] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:         224, tag:        0, index:   14, hit:  0, regNumHits:           0
[         37] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:         240, tag:        0, index:   15, hit:  0, regNumHits:           0
[         38] regState:  1, request.fire():  0, response.fire():  0, writeEnable:  0, address:         240, tag:        0, index:   15, hit:  0, regNumHits:           0
[         39] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:         240, tag:        0, index:   15, hit:  0, regNumHits:           0
[         40] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:           0, tag:        0, index:    0, hit:  1, regNumHits:           0
[         41] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:           0, tag:        0, index:    0, hit:  0, regNumHits:           1
[         42] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:          16, tag:        0, index:    1, hit:  1, regNumHits:           1
[         43] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:          16, tag:        0, index:    1, hit:  0, regNumHits:           2
[         44] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:          32, tag:        0, index:    2, hit:  1, regNumHits:           2
[         45] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:          32, tag:        0, index:    2, hit:  0, regNumHits:           3
[         46] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:          48, tag:        0, index:    3, hit:  1, regNumHits:           3
[         47] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:          48, tag:        0, index:    3, hit:  0, regNumHits:           4
[         48] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:          64, tag:        0, index:    4, hit:  1, regNumHits:           4
[         49] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:          64, tag:        0, index:    4, hit:  0, regNumHits:           5
[         50] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:          80, tag:        0, index:    5, hit:  1, regNumHits:           5
[         51] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:          80, tag:        0, index:    5, hit:  0, regNumHits:           6
[         52] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:          96, tag:        0, index:    6, hit:  1, regNumHits:           6
[         53] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:          96, tag:        0, index:    6, hit:  0, regNumHits:           7
[         54] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:         112, tag:        0, index:    7, hit:  1, regNumHits:           7
[         55] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:         112, tag:        0, index:    7, hit:  0, regNumHits:           8
[         56] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:         128, tag:        0, index:    8, hit:  1, regNumHits:           8
[         57] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:         128, tag:        0, index:    8, hit:  0, regNumHits:           9
[         58] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:         144, tag:        0, index:    9, hit:  1, regNumHits:           9
[         59] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:         144, tag:        0, index:    9, hit:  0, regNumHits:          10
[         60] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:         160, tag:        0, index:   10, hit:  1, regNumHits:          10
[         61] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:         160, tag:        0, index:   10, hit:  0, regNumHits:          11
[         62] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:         176, tag:        0, index:   11, hit:  1, regNumHits:          11
[         63] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:         176, tag:        0, index:   11, hit:  0, regNumHits:          12
[         64] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:         192, tag:        0, index:   12, hit:  1, regNumHits:          12
[         65] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:         192, tag:        0, index:   12, hit:  0, regNumHits:          13
[         66] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:         208, tag:        0, index:   13, hit:  1, regNumHits:          13
[         67] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:         208, tag:        0, index:   13, hit:  0, regNumHits:          14
[         68] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:         224, tag:        0, index:   14, hit:  1, regNumHits:          14
[         69] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:         224, tag:        0, index:   14, hit:  0, regNumHits:          15
[         70] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:         240, tag:        0, index:   15, hit:  1, regNumHits:          15
[         71] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:         240, tag:        0, index:   15, hit:  0, regNumHits:          16
[         72] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:           0, tag:        0, index:    0, hit:  1, regNumHits:          16
[         73] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:           0, tag:        0, index:    0, hit:  0, regNumHits:          17
[         74] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:          16, tag:        0, index:    1, hit:  1, regNumHits:          17
[         75] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:          16, tag:        0, index:    1, hit:  0, regNumHits:          18
[         76] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:          32, tag:        0, index:    2, hit:  1, regNumHits:          18
[         77] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:          32, tag:        0, index:    2, hit:  0, regNumHits:          19
[         78] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:          48, tag:        0, index:    3, hit:  1, regNumHits:          19
[         79] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:          48, tag:        0, index:    3, hit:  0, regNumHits:          20
[         80] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:          64, tag:        0, index:    4, hit:  1, regNumHits:          20
[         81] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:          64, tag:        0, index:    4, hit:  0, regNumHits:          21
[         82] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:          80, tag:        0, index:    5, hit:  1, regNumHits:          21
[         83] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:          80, tag:        0, index:    5, hit:  0, regNumHits:          22
[         84] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:          96, tag:        0, index:    6, hit:  1, regNumHits:          22
[         85] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:          96, tag:        0, index:    6, hit:  0, regNumHits:          23
[         86] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:         112, tag:        0, index:    7, hit:  1, regNumHits:          23
[         87] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:         112, tag:        0, index:    7, hit:  0, regNumHits:          24
[         88] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:         128, tag:        0, index:    8, hit:  1, regNumHits:          24
[         89] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:         128, tag:        0, index:    8, hit:  0, regNumHits:          25
[         90] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:         144, tag:        0, index:    9, hit:  1, regNumHits:          25
[         91] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:         144, tag:        0, index:    9, hit:  0, regNumHits:          26
[         92] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:         160, tag:        0, index:   10, hit:  1, regNumHits:          26
[         93] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:         160, tag:        0, index:   10, hit:  0, regNumHits:          27
[         94] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:         176, tag:        0, index:   11, hit:  1, regNumHits:          27
[         95] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:         176, tag:        0, index:   11, hit:  0, regNumHits:          28
[         96] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:         192, tag:        0, index:   12, hit:  1, regNumHits:          28
[         97] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:         192, tag:        0, index:   12, hit:  0, regNumHits:          29
[         98] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:         208, tag:        0, index:   13, hit:  1, regNumHits:          29
[         99] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:         208, tag:        0, index:   13, hit:  0, regNumHits:          30
[        100] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:         224, tag:        0, index:   14, hit:  1, regNumHits:          30
[        101] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:         224, tag:        0, index:   14, hit:  0, regNumHits:          31
[        102] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:         240, tag:        0, index:   15, hit:  1, regNumHits:          31
[        103] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:         240, tag:        0, index:   15, hit:  0, regNumHits:          32
[        104] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:           0, tag:        0, index:    0, hit:  1, regNumHits:          32
[        105] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:           0, tag:        0, index:    0, hit:  0, regNumHits:          33
[        106] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:          16, tag:        0, index:    1, hit:  1, regNumHits:          33
[        107] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:          16, tag:        0, index:    1, hit:  0, regNumHits:          34
[        108] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:          32, tag:        0, index:    2, hit:  1, regNumHits:          34
[        109] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:          32, tag:        0, index:    2, hit:  0, regNumHits:          35
[        110] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:          48, tag:        0, index:    3, hit:  1, regNumHits:          35
[        111] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:          48, tag:        0, index:    3, hit:  0, regNumHits:          36
[        112] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:          64, tag:        0, index:    4, hit:  1, regNumHits:          36
